,Managed_By,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_USD,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean,Manufacturing_company,country_encoded,shipment_mode_encoded,manufacturing_site_encoded
719,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,40320.0,381024.0,9.45,0.16,Yes,3750,1891.44,609.64,1891.44,3750.0,Aurobindo Unit III,4,1,1
720,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,23230.0,67599.3,2.91,0.05,Yes,1156,6308.6,108.16,6308.6,1156.0,Aurobindo Unit III,9,1,1
721,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,1200.0,2520.0,2.1,0.01,Yes,448,2605.77,4.94,2605.77,448.0,Aurobindo Unit III,1,1,1
722,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,858.0,1329.9,1.55,0.03,Yes,58,7363.73,2.61,7363.73,58.0,Aurobindo Unit III,2,2,1
723,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3505.0,32771.75,9.35,0.16,Yes,6556,5401.95,64.23,5401.95,6556.0,Aurobindo Unit III,3,1,1
724,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,125000.0,900000.0,7.2,0.12,Yes,9228,3671.92,1764.0,3671.92,9228.0,Strides,7,1,5
725,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,32067.0,230882.4,7.2,0.12,Yes,2382,3671.92,452.53,3671.92,2382.0,Strides,7,1,5
726,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,29011.0,98637.4,3.4,0.06,Yes,2717,4060.55,193.33,4060.55,2717.0,Aurobindo Unit III,4,2,1
727,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,1747.0,19217.0,11.0,0.37,Yes,152,1340.96,37.67,1340.96,152.0,Aurobindo Unit III,3,1,1
728,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,7425.0,23760.0,3.2,0.05,Yes,404,5637.82,46.57,5637.82,404.0,Hetero Unit III Hyderabad IN,10,1,3
729,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,25.0,307.0,6140.0,20.0,0.8,Yes,1368,5663,9.82,5663.0,1368.0,Standard Diagnostics,8,2,13
730,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,125010.0,900072.0,7.2,0.12,Yes,3918,1012.43,1440.12,1012.43,3918.0,Strides,7,2,5
731,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,45000.0,420750.0,9.35,0.16,Yes,3657,23070.58,673.2,23070.58,3657.0,Mylan (formerly Matrix) Nashik,2,1,2
732,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Others,Tablet,30.0,1000.0,50400.0,50.4,1.68,Yes,108,13353.34,80.64,13353.34,108.0,MSD,2,1,16
733,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Truvada,Tablet,30.0,6000.0,157500.0,26.25,0.88,Yes,1566,10624.04,252.0,10624.04,1566.0,Aspen-OSD,2,1,15
734,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,9187.0,19292.7,2.1,0.01,Yes,3435,40301.65,30.87,40301.65,3435.0,Aurobindo Unit III,6,1,1
735,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,31000.0,271560.0,8.76,0.15,Yes,1787,10073.76,532.26,10073.76,1787.0,Aurobindo Unit III,15,1,1
736,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,50000.0,170000.0,3.4,0.06,Yes,2764,2938.92,333.2,2938.92,2764.0,Hetero Unit III Hyderabad IN,4,2,3
737,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2066.0,7024.4,3.4,0.06,Yes,451,3487.94,11.24,3487.94,451.0,Aurobindo Unit III,2,1,1
738,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1894.0,17708.9,9.35,0.16,No,See DN-909 (ID#:10727),See DN-909 (ID#:10727),28.33,3487.94,451.0,Mylan (formerly Matrix) Nashik,2,1,2
739,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2742.0,20290.8,7.4,0.12,Yes,204,3477,39.77,3477.0,204.0,Strides,3,1,5
740,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,13100.0,154580.0,11.8,0.2,Yes,6036,3671.92,302.98,3671.92,6036.0,Aurobindo Unit III,7,1,1
741,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,528.0,1536.48,2.91,0.05,Yes,4211,3227.48,2.46,3227.48,4211.0,Aurobindo Unit III,7,1,1
742,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,5000.0,60050.0,12.01,0.4,Yes,379,1188.97,96.08,1188.97,379.0,Mylan (formerly Matrix) Nashik,9,1,2
743,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,115130.0,828936.0,7.2,0.12,Yes,8693,6757.33,1624.71,6757.33,8693.0,Strides,7,1,5
744,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1116.0,10434.6,9.35,0.16,Yes,102,3680.33,20.45,3680.33,102.0,Aurobindo Unit III,2,1,1
745,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,28926.0,307194.12,10.62,0.35,Yes,4593,16901.37,602.1,16901.37,4593.0,Mylan (formerly Matrix) Nashik,15,1,2
746,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,46163.0,436240.35,9.45,0.16,Yes,4237,3482.59,697.98,3482.59,4237.0,Aurobindo Unit III,9,2,1
747,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,12040.0,38528.0,3.2,0.05,Yes,677,1522.92,61.64,1522.92,677.0,Hetero Unit III Hyderabad IN,7,2,3
748,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Truvada,Tablet,30.0,4.0,105.0,26.25,0.88,Yes,1,462.5,0.17,462.5,1.0,Aspen-OSD,2,1,15
749,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1017.0,2949.3,2.9,0.05,Yes,892,13353.34,4.72,13353.34,892.0,Aurobindo Unit III,2,1,1
750,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,5217.0,38605.8,7.4,0.12,Yes,563,3852.55,75.67,3852.55,563.0,Cipla,2,1,4
751,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Truvada,Tablet,30.0,17067.0,448008.75,26.25,0.88,Yes,1481,14974.4,878.1,14974.4,1481.0,Aspen-OSD,2,1,15
752,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6296.0,74292.8,11.8,0.2,Yes,822,7321.04,145.61,7321.04,822.0,Aurobindo Unit III,3,1,1
753,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,2003.0,23475.16,11.72,0.39,Yes,181,18617.93,46.01,18617.93,181.0,Aurobindo Unit III,2,1,1
754,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Aluvia,Tablet,120.0,2034.0,83597.4,41.1,0.34,Yes,937,10990.36,163.85,10990.36,937.0,ABBVIE Ludwigshafen Germany,2,1,8
755,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,50000.0,600500.0,12.01,0.4,Yes,3775,4060.54,1176.98,4060.54,3775.0,Mylan (formerly Matrix) Nashik,4,2,2
756,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4501.0,51311.4,11.4,0.19,Yes,506,22985.72,100.57,22985.72,506.0,Aurobindo Unit III,2,3,1
757,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,145000.0,1267480.9786782686,12.01,0.4,Yes,11186,9330,1825.8853909196707,9330.0,11186.0,Mylan (formerly Matrix) Nashik,9,1,2
758,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3672.0,34333.2,9.35,0.16,Yes,3427,3874.22,54.93,3874.22,3427.0,Aurobindo Unit III,7,1,1
759,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,486.0,1409.4,2.9,0.05,Yes,23,968.55,2.76,968.55,23.0,Hetero Unit III Hyderabad IN,7,1,3
760,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Truvada,Tablet,30.0,3392.0,89040.0,26.25,0.88,Yes,298,2922.53,174.52,2922.53,298.0,Aspen-OSD,2,1,15
761,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,30415.0,346731.0,11.4,0.19,Yes,3415,15128.37,679.59,15128.37,3415.0,Aurobindo Unit III,2,3,1
762,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,47392.0,341222.4,7.2,0.12,Yes,7113,3599.76,668.8,3599.76,7113.0,Cipla,7,1,4
763,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Truvada,Tablet,30.0,2561.0,67226.25,26.25,0.88,Yes,235,15128.37,131.76,15128.37,235.0,Aspen-OSD,2,3,15
764,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3574.0,31308.24,8.76,0.15,Yes,14,1375.36,61.36,1375.36,14.0,Mylan (formerly Matrix) Nashik,3,1,2
765,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,2345.0,16063.25,6.85,0.23,Yes,239,2393.34,31.48,2393.34,239.0,Mylan (formerly Matrix) Nashik,13,1,2
766,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90.0,523.0,6657.79,12.73,0.14,No,See DN-1237 (ID#:10767),See DN-1237 (ID#:10767),13.05,2393.34,239.0,Aurobindo Unit III,13,1,1
767,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,5601.0,16803.0,3.0,0.05,Yes,545,2280.64,32.93,2280.64,545.0,Aurobindo Unit III,1,1,1
768,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,500.0,3855.0,7.71,0.13,Yes,10681,17384.76,7.56,17384.76,10681.0,Aurobindo Unit III,4,2,1
769,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,2208.0,4239.36,1.92,0.01,Yes,827,7789.88,8.31,7789.88,827.0,Aurobindo Unit III,6,1,1
770,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6000.0,46260.0,7.71,0.13,Yes,341,2219.27,90.67,2219.27,341.0,Aurobindo Unit III,4,1,1
771,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,30000.0,291600.0,9.72,0.32,Yes,3364,7329.83,571.54,7329.83,3364.0,Aurobindo Unit III,2,3,1
772,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90.0,1093.0,16679.18,15.26,0.17,Yes,133,1759.21,32.69,1759.21,133.0,Aurobindo Unit III,4,1,1
773,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,10962.0,96027.12,8.76,0.15,Yes,2634,6111.21,188.21,6111.21,2634.0,Aurobindo Unit III,1,1,1
774,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,470.0,700.3,1.49,0.02,Yes,31,1047.04,1.37,1047.04,31.0,Aurobindo Unit III,7,1,1
775,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6930.0,176368.5,25.45,0.42,Yes,687,1854.88,345.68,1854.88,687.0,Mylan (formerly Matrix) Nashik,1,1,2
776,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,125000.0,890000.0,7.12,0.12,Yes,9290,2400.26,1744.4,2400.26,9290.0,Strides,7,2,5
777,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,9700.0,74787.0,7.71,0.13,Yes,551,2448.71,146.58,2448.71,551.0,Aurobindo Unit III,4,2,1
778,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4794.0,122007.3,25.45,0.42,Yes,475,3588.34,239.13,3588.34,475.0,Mylan (formerly Matrix) Nashik,9,2,2
779,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,108000.0,946080.0,8.76,0.15,Yes,10865,13518.56,1825.8853909196707,13518.56,10865.0,Aurobindo Unit III,4,2,1
780,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,7000.0,52710.0,7.53,0.13,Yes,396,6087.84,103.31,6087.84,396.0,Hetero Unit III Hyderabad IN,1,1,3
781,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,8824.0,77298.24,8.76,0.15,Yes,706,3144.57,151.5,3144.57,706.0,Mylan (formerly Matrix) Nashik,1,1,2
782,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,1216.0,1824.0,1.5,0.02,Yes,3426,9797.41,3.58,9797.41,3426.0,Aurobindo Unit III,1,1,1
783,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,98000.0,294000.0,3.0,0.05,Yes,9522,13518.56,576.24,13518.56,9522.0,Aurobindo Unit III,4,2,1
784,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,4315.0,9061.5,2.1,0.01,Yes,2520,25874.1,17.76,25874.1,2520.0,Aurobindo Unit III,6,1,1
785,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,2415.0,4588.5,1.9,0.01,No,See DN-1458 (ID#:10795),See DN-1458 (ID#:10795),8.99,25874.1,2520.0,Aurobindo Unit III,6,1,1
786,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,240.0,1680.0,7.0,0.12,Yes,23,1173.1,3.29,1173.1,23.0,Cipla,3,1,4
787,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6915.0,175986.75,25.45,0.42,Yes,1067,2217.5,344.93,2217.5,1067.0,Aurobindo Unit III,9,2,1
788,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,14066.0,159649.1,11.35,0.19,Yes,1593,9547.7,312.91,9547.7,1593.0,Aurobindo Unit III,3,2,1
789,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,3535.0,6716.5,1.9,0.01,Yes,1224,2298.61,14.48,2298.61,1224.0,Aurobindo Unit III,1,1,1
790,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,2430.0,3547.8,1.46,0.02,Yes,156,2298.6,7.65,2298.6,156.0,Aurobindo Unit III,1,1,1
791,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Invirase,Capsule,270.0,117.0,9117.81,77.93,0.29,Yes,155,939.08,69.86500000000001,939.08,155.0,Roche Basel,7,1,28
792,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,600.0,21480.0,35.8,0.6,Yes,55,913.15,69.86500000000001,913.15,55.0,Aurobindo Unit III,10,1,1
793,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Others,Tablet,270.0,400.0,38920.0,97.3,0.36,Yes,108,23000.34,69.86500000000001,23000.34,108.0,Roche Madrid,10,1,10
794,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Norvir,Capsule,306.40850760066724,360.0,13809.6,38.36,0.11,Yes,630,3660.4,69.86500000000001,3660.4,630.0,ABBVIE (Abbott) France,1,1,10
795,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,20.0,1500.0,48000.0,32.0,1.6,Yes,580,4965.24,69.86500000000001,4965.24,580.0,Trinity Biotech,4,1,7
796,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,474.0,10191.0,21.5,0.09,Yes,221,710.68,69.86500000000001,710.68,221.0,Aurobindo Unit III,7,1,1
797,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Stocrin/Sustiva,Capsule,90.0,409.0,13251.6,32.4,0.36,Yes,45,348.09,69.86500000000001,348.09,45.0,MSD Manati,7,1,10
798,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Aluvia,Tablet,120.0,250.0,10275.0,41.1,0.34,Yes,105,348.09,69.86500000000001,348.09,105.0,ABBVIE Ludwigshafen Germany,7,1,8
799,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,85158.0,909487.44,10.68,0.18,Yes,8169,33572.78,69.86500000000001,33572.78,8169.0,Aurobindo Unit III,4,1,1
800,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,90.0,1935.0,21.5,0.09,Yes,120,11609.31,69.86500000000001,11609.31,120.0,Aurobindo Unit III,10,1,1
801,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6945.0,71186.25,10.25,0.17,Yes,650,2457,69.86500000000001,2457.0,650.0,Aurobindo Unit III,1,1,1
802,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2329.0,7615.83,3.27,0.05,Yes,153,1013.24,12.19,1013.24,153.0,Ranbaxy,8,1,22
803,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,6781.0,242759.8,35.8,0.6,Yes,675,2440,69.86500000000001,2440.0,675.0,Aurobindo Unit III,9,1,1
804,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Determine,Test kit,100.0,50.0,4000.0,80.0,0.8,Yes,15,1363,69.86500000000001,1363.0,15.0,ABBVIE GmbH & Co.KG Wiesbaden,1,1,25
805,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,570.0,20235.0,35.5,0.59,No,See DN-148 (ID#:10564),See DN-148 (ID#:10564),69.86500000000001,8892.48,3946.0,Aurobindo Unit III,7,1,1
806,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1198.0,4276.86,3.57,0.06,No,See DN-172 (ID#:10566),See DN-172 (ID#:10566),69.86500000000001,1732.0,226.0,Strides,2,1,5
807,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,268.0,9594.4,35.8,0.6,Yes,151,1516,69.86500000000001,1516.0,151.0,Aurobindo Unit III,1,1,1
808,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3386.0,25395.0,7.5,0.12,Yes,31,1589,69.86500000000001,1589.0,31.0,Cipla,9,1,4
809,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,54263.0,108526.0,2.0,0.07,No,See DN-196 (ID#:10573),See DN-196 (ID#:10573),173.64,17587.0,7185.0,Cipla,1,1,4
810,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3386.0,25395.0,7.5,0.12,Yes,345,2554.39,40.63,2554.39,345.0,Cipla,9,1,4
811,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Determine,Test kit,100.0,150.0,12000.0,80.0,0.8,Yes,49,1012.59,19.2,1012.59,49.0,ABBVIE GmbH & Co.KG Wiesbaden,13,2,25
812,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,20.0,155.0,4960.0,32.0,1.6,Yes,55,1126.84,7.94,1126.84,55.0,Trinity Biotech,10,1,7
813,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,52865.0,188728.05,3.57,0.06,Yes,9182,37695.46,301.96,37695.46,9182.0,Aurobindo Unit III,4,1,1
814,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Uni-Gold,Test kit,20.0,250.0,8000.0,32.0,1.6,Yes,78,1324.61,12.8,1324.61,78.0,Trinity Biotech,10,1,7
815,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Stat-Pak,Test kit,20.0,500.0,13500.0,27.0,1.35,Yes,115,1352,21.6,1352.0,115.0,Chembio Diagnostics Sys. Inc.,2,1,12
816,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,209.0,1703.35,8.15,0.14,Yes,12,764.62,2.73,764.62,12.0,Ranbaxy,14,1,22
817,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1051.0,37625.8,35.8,0.6,Yes,373,1850,60.2,1850.0,373.0,Aurobindo Unit III,1,1,1
818,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,200.0,165.0,239.25,1.45,0.01,Yes,15,350.78,0.38,350.78,15.0,Aurobindo Unit III,7,1,1
819,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,253.0,442.75,1.75,0.03,Yes,15,460,0.71,460.0,15.0,Aurobindo Unit III,2,1,1
820,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,18290.0,155830.8,8.52,0.14,Yes,1114,3473,249.33,3473.0,1114.0,Aurobindo Unit III,1,1,1
821,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,3285.0,4993.2,1.52,0.03,No,See DN-323 (ID#:10588),See DN-323 (ID#:10588),7.99,7629.94,1286.0,Strides,1,1,5
822,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3896.0,139476.8,35.8,0.6,Yes,3369,9689,223.16,9689.0,3369.0,Aurobindo Unit III,9,1,1
823,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Bioline,Test kit,25.0,8000.0,160000.0,20.0,0.8,Yes,2366,13952.38,256.0,13952.38,2366.0,Standard Diagnostics,9,1,13
824,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Norvir,Capsule,306.40850760066724,143.0,5485.48,38.36,0.11,No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),8.78,9869.55,9006.0,ABBVIE (Abbott) Logis. UK,7,1,11
825,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,17191.0,300842.5,17.5,0.29,No,See DN-304 (ID#:10589),See DN-304 (ID#:10589),481.35,9869.55,9006.0,Cipla,7,1,4
826,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1859.0,6320.6,3.4,0.06,Yes,214,891,10.11,891.0,214.0,Aurobindo Unit III,3,1,1
827,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Stocrin/Sustiva,Oral,180.0,508.0,8620.76,16.97,0.09,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),13.79,14656.0,5880.0,MSD Patheon,1,1,10
828,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,25799.0,87716.6,3.4,0.06,No,See DN-320 (ID#:10593),See DN-320 (ID#:10593),140.35,14656.0,5880.0,Strides,1,1,5
829,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Others,Test kit,40.0,230.0,17480.0,76.0,1.9,Yes,917,6056.76,27.97,6056.76,917.0,Bio-Rad Laboratories,1,1,24
830,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Others,Test kit,40.0,615.0,46740.0,76.0,1.9,No,See DN-356 (ID#:10867),See DN-356 (ID#:10867),74.78,6056.76,917.0,Bio-Rad Laboratories,1,1,24
831,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,10000.0,106800.0,10.68,0.18,No,See DN-330 (ID#:10612),See DN-330 (ID#:10612),170.88,6667.0,2518.0,Aurobindo Unit III,1,1,1
832,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,13850.0,29777.5,2.15,0.01,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),47.64,67318.62599614196,35216.0,Aurobindo Unit III,15,1,1
833,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,15913.0,31348.61,1.97,0.01,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),50.16,67318.62599614196,35216.0,Aurobindo Unit III,15,1,1
834,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,14700.0,22344.0,1.52,0.03,No,See DN-332 (ID#:10613),See DN-332 (ID#:10613),35.75,67318.62599614196,35216.0,Aurobindo Unit III,15,1,1
835,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90.0,1064.0,17024.0,16.0,0.18,Yes,128,944.21,27.24,944.21,128.0,Aurobindo Unit III,4,1,1
836,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Others,Test kit,40.0,450.0,34200.0,76.0,1.9,Yes,497,2650.36,54.72,2650.36,497.0,Bio-Rad Laboratories,1,1,24
837,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Invirase,Capsule,270.0,252.0,19817.28,78.64,0.29,Yes,1736,14182.54,31.71,14182.54,1736.0,Roche Basel,1,1,28
838,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Aluvia,Tablet,120.0,3200.0,131520.0,41.1,0.34,Yes,749,2717,210.43,2717.0,749.0,ABBVIE Ludwigshafen Germany,1,1,8
839,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Invirase,Capsule,270.0,16.0,1258.24,78.64,0.29,Yes,295,1737,2.01,1737.0,295.0,Roche Basel,1,1,28
840,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Invirase,Capsule,270.0,526.0,41364.64,78.64,0.29,No,See DN-349 (ID#:10885),See DN-349 (ID#:10885),66.18,1737.0,295.0,Roche Basel,1,1,28
841,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,1341.0,22126.5,16.5,0.07,Yes,395,3478,35.4,3478.0,395.0,Aurobindo Unit III,4,1,1
842,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,1717.0,21325.14,12.42,0.41,Yes,151,1157.58,34.12,1157.58,151.0,Aurobindo Unit III,3,1,1
843,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Invirase,Capsule,270.0,1577.0,124015.28,78.64,0.29,Yes,3023,13721.28,198.42,13721.28,3023.0,Roche Basel,1,1,28
844,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Determine,Test kit,100.0,872.0,62775.28,71.99,0.72,No,See DN-380 (ID#:10622),See DN-380 (ID#:10622),100.44,2938.27,629.0,Inverness Japan,4,1,9
845,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Others,Tablet,60.0,821.0,57470.0,70.0,1.17,Yes,186,549.44,91.95,549.44,186.0,GSK Ware (UK),7,1,10
846,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,614.0,2032.34,3.31,0.06,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.25,13873.0,2846.0,Aurobindo Unit III,2,1,1
847,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,600.0,2142.0,3.57,0.06,No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.43,13873.0,2846.0,Aurobindo Unit III,2,1,1
